#separator:tab
#html:false
#columns:Pattern	Pinyin	Usage	ExampleZh	ExampleEn	Tags
#tags column:6
虽然 …… 但是/可是 ……	suīrán … dànshì/kěshì …	although ... yet ...	虽然她移民来美国已经快二十五年了,但是还保留了很多中国人的生活习惯。	Although she has immigrated to the United States for almost 25 years, she still retains many Chinese habits.	book::L02 L02::dialogue grammar
Question pronouns as indefinite references (……就……)	… jiù …	whoever, whatever, whenever, etc.	中国人觉得爸爸是哪儿人,孩子就是哪儿人。	Chinese people think that wherever the father is from, the child is from.	book::L02 L02::dialogue grammar
是 …… 的	shì … de	structure to mark time, place, manner, or initiator of a known past action	我爸爸是从北京来的。	My father is from Beijing.	book::L02 L02::dialogue grammar
A 跟 B 一样 + verb/adj.	A gēn B yíyàng …	the same as ...	我小时候也跟你一样 (不清楚自己是哪儿人)。	I was just like you when I was a kid (not very clear about where I was from).	book::L02 L02::dialogue grammar
才 + verb	cái …	only then; not until	后来才想清楚我是中国人,也是美国人,我就是华裔美国人啊。	Not until later did I figure out that I am both Chinese and American. I am Chinese American.	book::L02 L02::dialogue grammar
V1着 …… + V2	V1 zhe … + V2	doing V1 and V2 at the same time; carrying out V2 in the manner of V1	我拉着行李箱在芝加哥机场排队过安检。	I am in line for the security check with my luggage at the Chicago airport.	book::L02 L02::essay grammar
把 + O + V + complement	bǎ + O + V + complement	do an action to a definite object, emphasizing the effect on it	我赶紧把护照和机票递给安检人员。	I quickly gave my passport and tickets to the security check personnel.	book::L02 L02::essay grammar
为了 + purpose	wèile …	in order to ...	为了快点儿过安检,我给了他他想要的答案。	In order to pass the security check quickly, I gave him the answer that he wanted.	book::L02 L02::essay grammar
someone V 的 Noun	someone V de Noun	relative clause structure (the Noun that someone V's)	我给了他他想要的答案。	I gave him the answer that he wanted.	book::L02 L02::essay grammar
在 someone 看来	zài someone kànlái	as far as someone is concerned; in someone's view	在他看来,谁可以算是 "美国人"?	In his view, who can be considered to be "American"?	book::L02 L02::essay grammar
以为	yǐwéi	to think something mistakenly	她是你妈妈? 我以为她是你姐姐呢!	Is she your mother? I thought she was your sister!	book::L02 L02::essay grammar
